# Generated from Carapace 1.7.3 export trees; do not edit by hand.
bazel clean	-	--allow_analysis_cache_discard,--allow_one_action_on_resource_unavailable,--allowed_local_actions_regex,--allowed_strategies_by_exec_platform,--analyze,--aspects,--aspects_parameters,--async,--build,--build_event_upload_max_retries,--build_manual_tests,--build_tag_filters,--build_tests_only,--cache_computed_file_digests,--check_tests_up_to_date,--check_up_to_date,--compile_one_dependency,--default_visibility,--deleted_packages,--directory_creation_cache,--discard_analysis_cache,--enforce_project_configs,--execution_log_binary_file,--execution_log_compact_file,--execution_log_json_file,--execution_log_sort,--expand_test_suites,--experimental_active_directories,--experimental_analysis_cache_enable_metadata_queries,--experimental_analysis_cache_key_distinguisher_for_testing,--experimental_analysis_cache_server_checksum_override,--experimental_analysis_cache_service,--experimental_aquery_dump_after_build_format,--experimental_aquery_dump_after_build_output_file,--experimental_async_execution,--experimental_async_execution_max_concurrent_actions,--experimental_bep_target_summary,--experimental_build_event_expand_filesets,--experimental_build_event_output_group_mode,--experimental_build_event_upload_retry_minimum_delay,--experimental_build_event_upload_strategy,--experimental_check_external_other_files,--experimental_check_output_files,--experimental_convenience_symlinks,--experimental_convenience_symlinks_bep_event,--experimental_cpu_load_scheduling,--experimental_cpu_load_scheduling_window_size,--experimental_enable_critical_path_profiling,--experimental_enable_skyfocus,--experimental_extra_action_filter,--experimental_extra_action_top_level_only,--experimental_frontier_violation_check,--experimental_frontier_violation_verbose,--experimental_fsvc_threads,--experimental_lazy_macro_expansion_packages,--experimental_local_lockfree_output,--experimental_local_retries_on_crash,--experimental_materialize_param_files_directly,--experimental_max_directories_to_eagerly_visit_in_globbing,--experimental_merged_skyframe_analysis_execution,--experimental_oom_sensitive_skyfunctions_semaphore_size,--experimental_process_wrapper_graceful_sigterm,--experimental_remote_analysis_cache,--experimental_remote_analysis_cache_concurrency,--experimental_remote_analysis_cache_deadline,--experimental_remote_analysis_cache_max_batch_size,--experimental_remote_analysis_cache_mode,--experimental_remote_analysis_unreachable_cache_retry_interval,--experimental_remote_analysis_write_proxy,--experimental_remote_cache_eviction_retries,--experimental_run_bep_event_include_residue,--experimental_skyfocus_dump_keys,--experimental_skyfocus_dump_post_gc_stats,--experimental_skyframe_cpu_heavy_skykeys_thread_pool_size,--experimental_skyframe_error_handling_refactor,--experimental_skyframe_memory_dump,--experimental_skyframe_target_pattern_evaluator,--experimental_skymeld_analysis_overlap_percentage,--experimental_stats_summary,--experimental_stream_log_file_uploads,--experimental_use_validation_aspect,--explain,--expunge,--expunge_async,--fetch,--flaky_test_attempts,--genrule_strategy,--hide_aspect_results,--incompatible_config_setting_private_default_visibility,--incompatible_enforce_config_setting_visibility,--incompatible_skip_genfiles_symlink,--jobs,--keep_going,--legacy_globbing_threads,--legacy_important_outputs,--loading_phase_threads,--local_resources,--local_termination_grace_seconds,--local_test_jobs,--materialize_param_files,--max_config_changes_to_show,--max_test_output_bytes,--noallow_analysis_cache_discard,--noallow_one_action_on_resource_unavailable,--noanalyze,--noasync,--nobuild,--nobuild_manual_tests,--nobuild_tests_only,--nocheck_tests_up_to_date,--nocheck_up_to_date,--nocompile_one_dependency,--nodiscard_analysis_cache,--noenforce_project_configs,--noexecution_log_sort,--noexpand_test_suites,--noexperimental_analysis_cache_enable_metadata_queries,--noexperimental_async_execution,--noexperimental_bep_target_summary,--noexperimental_build_event_expand_filesets,--noexperimental_check_external_other_files,--noexperimental_check_output_files,--noexperimental_convenience_symlinks_bep_event,--noexperimental_cpu_load_scheduling,--noexperimental_enable_critical_path_profiling,--noexperimental_enable_skyfocus,--noexperimental_extra_action_top_level_only,--noexperimental_frontier_violation_verbose,--noexperimental_local_lockfree_output,--noexperimental_materialize_param_files_directly,--noexperimental_merged_skyframe_analysis_execution,--noexperimental_process_wrapper_graceful_sigterm,--noexperimental_run_bep_event_include_residue,--noexperimental_skyfocus_dump_post_gc_stats,--noexperimental_skyframe_error_handling_refactor,--noexperimental_skyframe_target_pattern_evaluator,--noexperimental_stats_summary,--noexperimental_stream_log_file_uploads,--noexperimental_use_validation_aspect,--noexpunge,--nofetch,--noincompatible_config_setting_private_default_visibility,--noincompatible_enforce_config_setting_visibility,--noincompatible_skip_genfiles_symlink,--nokeep_going,--nolegacy_important_outputs,--nomaterialize_param_files,--nooutput_tree_tracking,--norewind_lost_inputs,--norun_validations,--noshow_loading_progress,--noskip_incompatible_explicit_targets,--notest_keep_going,--nouse_action_cache,--noverbose_failures,--output_filter,--output_groups,--output_tree_tracking,--package_path,--progress_report_interval,--remote_analysis_json_log,--rewind_lost_inputs,--run_validations,--serialized_frontier_profile,--show_loading_progress,--show_result,--skip_incompatible_explicit_targets,--spawn_strategy,--strategy,--strategy_regexp,--subcommands,--symlink_prefix,--target_pattern_file,--test_keep_going,--test_lang_filters,--test_output,--test_size_filters,--test_strategy,--test_summary,--test_tag_filters,--test_timeout_filters,--test_tmpdir,--use_action_cache,--verbose_failures,--version_window_for_dirty_node_gc,-j,-k,-s	-
bazel config	-	--allow_analysis_cache_discard,--allow_one_action_on_resource_unavailable,--allowed_local_actions_regex,--allowed_strategies_by_exec_platform,--analyze,--aspects,--aspects_parameters,--build,--build_event_upload_max_retries,--build_manual_tests,--build_tag_filters,--build_tests_only,--cache_computed_file_digests,--check_tests_up_to_date,--check_up_to_date,--compile_one_dependency,--default_visibility,--deleted_packages,--directory_creation_cache,--discard_analysis_cache,--dump_all,--enforce_project_configs,--execution_log_binary_file,--execution_log_compact_file,--execution_log_json_file,--execution_log_sort,--expand_test_suites,--experimental_active_directories,--experimental_analysis_cache_enable_metadata_queries,--experimental_analysis_cache_key_distinguisher_for_testing,--experimental_analysis_cache_server_checksum_override,--experimental_analysis_cache_service,--experimental_aquery_dump_after_build_format,--experimental_aquery_dump_after_build_output_file,--experimental_async_execution,--experimental_async_execution_max_concurrent_actions,--experimental_bep_target_summary,--experimental_build_event_expand_filesets,--experimental_build_event_output_group_mode,--experimental_build_event_upload_retry_minimum_delay,--experimental_build_event_upload_strategy,--experimental_check_external_other_files,--experimental_check_output_files,--experimental_convenience_symlinks,--experimental_convenience_symlinks_bep_event,--experimental_cpu_load_scheduling,--experimental_cpu_load_scheduling_window_size,--experimental_enable_critical_path_profiling,--experimental_enable_skyfocus,--experimental_extra_action_filter,--experimental_extra_action_top_level_only,--experimental_frontier_violation_check,--experimental_frontier_violation_verbose,--experimental_fsvc_threads,--experimental_lazy_macro_expansion_packages,--experimental_local_lockfree_output,--experimental_local_retries_on_crash,--experimental_materialize_param_files_directly,--experimental_max_directories_to_eagerly_visit_in_globbing,--experimental_merged_skyframe_analysis_execution,--experimental_oom_sensitive_skyfunctions_semaphore_size,--experimental_process_wrapper_graceful_sigterm,--experimental_remote_analysis_cache,--experimental_remote_analysis_cache_concurrency,--experimental_remote_analysis_cache_deadline,--experimental_remote_analysis_cache_max_batch_size,--experimental_remote_analysis_cache_mode,--experimental_remote_analysis_unreachable_cache_retry_interval,--experimental_remote_analysis_write_proxy,--experimental_remote_cache_eviction_retries,--experimental_run_bep_event_include_residue,--experimental_skyfocus_dump_keys,--experimental_skyfocus_dump_post_gc_stats,--experimental_skyframe_cpu_heavy_skykeys_thread_pool_size,--experimental_skyframe_error_handling_refactor,--experimental_skyframe_memory_dump,--experimental_skyframe_target_pattern_evaluator,--experimental_skymeld_analysis_overlap_percentage,--experimental_stats_summary,--experimental_stream_log_file_uploads,--experimental_use_validation_aspect,--explain,--fetch,--flaky_test_attempts,--genrule_strategy,--hide_aspect_results,--incompatible_config_setting_private_default_visibility,--incompatible_enforce_config_setting_visibility,--incompatible_skip_genfiles_symlink,--jobs,--keep_going,--legacy_globbing_threads,--legacy_important_outputs,--loading_phase_threads,--local_resources,--local_termination_grace_seconds,--local_test_jobs,--materialize_param_files,--max_config_changes_to_show,--max_test_output_bytes,--noallow_analysis_cache_discard,--noallow_one_action_on_resource_unavailable,--noanalyze,--nobuild,--nobuild_manual_tests,--nobuild_tests_only,--nocheck_tests_up_to_date,--nocheck_up_to_date,--nocompile_one_dependency,--nodiscard_analysis_cache,--nodump_all,--noenforce_project_configs,--noexecution_log_sort,--noexpand_test_suites,--noexperimental_analysis_cache_enable_metadata_queries,--noexperimental_async_execution,--noexperimental_bep_target_summary,--noexperimental_build_event_expand_filesets,--noexperimental_check_external_other_files,--noexperimental_check_output_files,--noexperimental_convenience_symlinks_bep_event,--noexperimental_cpu_load_scheduling,--noexperimental_enable_critical_path_profiling,--noexperimental_enable_skyfocus,--noexperimental_extra_action_top_level_only,--noexperimental_frontier_violation_verbose,--noexperimental_local_lockfree_output,--noexperimental_materialize_param_files_directly,--noexperimental_merged_skyframe_analysis_execution,--noexperimental_process_wrapper_graceful_sigterm,--noexperimental_run_bep_event_include_residue,--noexperimental_skyfocus_dump_post_gc_stats,--noexperimental_skyframe_error_handling_refactor,--noexperimental_skyframe_target_pattern_evaluator,--noexperimental_stats_summary,--noexperimental_stream_log_file_uploads,--noexperimental_use_validation_aspect,--nofetch,--noincompatible_config_setting_private_default_visibility,--noincompatible_enforce_config_setting_visibility,--noincompatible_skip_genfiles_symlink,--nokeep_going,--nolegacy_important_outputs,--nomaterialize_param_files,--nooutput_tree_tracking,--norewind_lost_inputs,--norun_validations,--noshow_loading_progress,--noskip_incompatible_explicit_targets,--notest_keep_going,--nouse_action_cache,--noverbose_failures,--output,--output_filter,--output_groups,--output_tree_tracking,--package_path,--progress_report_interval,--remote_analysis_json_log,--rewind_lost_inputs,--run_validations,--serialized_frontier_profile,--show_loading_progress,--show_result,--skip_incompatible_explicit_targets,--spawn_strategy,--strategy,--strategy_regexp,--subcommands,--symlink_prefix,--target_pattern_file,--test_keep_going,--test_lang_filters,--test_output,--test_size_filters,--test_strategy,--test_summary,--test_tag_filters,--test_timeout_filters,--test_tmpdir,--use_action_cache,--verbose_failures,--version_window_for_dirty_node_gc,-j,-k,-s	-
bazel coverage	-	--allow_analysis_cache_discard,--allow_one_action_on_resource_unavailable,--allowed_local_actions_regex,--allowed_strategies_by_exec_platform,--analyze,--aspects,--aspects_parameters,--build,--build_event_upload_max_retries,--build_manual_tests,--build_tag_filters,--build_tests_only,--cache_computed_file_digests,--check_tests_up_to_date,--check_up_to_date,--compile_one_dependency,--default_visibility,--deleted_packages,--directory_creation_cache,--discard_analysis_cache,--enforce_project_configs,--execution_log_binary_file,--execution_log_compact_file,--execution_log_json_file,--execution_log_sort,--expand_test_suites,--experimental_active_directories,--experimental_analysis_cache_enable_metadata_queries,--experimental_analysis_cache_key_distinguisher_for_testing,--experimental_analysis_cache_server_checksum_override,--experimental_analysis_cache_service,--experimental_aquery_dump_after_build_format,--experimental_aquery_dump_after_build_output_file,--experimental_async_execution,--experimental_async_execution_max_concurrent_actions,--experimental_bep_target_summary,--experimental_build_event_expand_filesets,--experimental_build_event_output_group_mode,--experimental_build_event_upload_retry_minimum_delay,--experimental_build_event_upload_strategy,--experimental_check_external_other_files,--experimental_check_output_files,--experimental_convenience_symlinks,--experimental_convenience_symlinks_bep_event,--experimental_cpu_load_scheduling,--experimental_cpu_load_scheduling_window_size,--experimental_enable_critical_path_profiling,--experimental_enable_skyfocus,--experimental_extra_action_filter,--experimental_extra_action_top_level_only,--experimental_frontier_violation_check,--experimental_frontier_violation_verbose,--experimental_fsvc_threads,--experimental_lazy_macro_expansion_packages,--experimental_local_lockfree_output,--experimental_local_retries_on_crash,--experimental_materialize_param_files_directly,--experimental_max_directories_to_eagerly_visit_in_globbing,--experimental_merged_skyframe_analysis_execution,--experimental_oom_sensitive_skyfunctions_semaphore_size,--experimental_process_wrapper_graceful_sigterm,--experimental_remote_analysis_cache,--experimental_remote_analysis_cache_concurrency,--experimental_remote_analysis_cache_deadline,--experimental_remote_analysis_cache_max_batch_size,--experimental_remote_analysis_cache_mode,--experimental_remote_analysis_unreachable_cache_retry_interval,--experimental_remote_analysis_write_proxy,--experimental_remote_cache_eviction_retries,--experimental_run_bep_event_include_residue,--experimental_skyfocus_dump_keys,--experimental_skyfocus_dump_post_gc_stats,--experimental_skyframe_cpu_heavy_skykeys_thread_pool_size,--experimental_skyframe_error_handling_refactor,--experimental_skyframe_memory_dump,--experimental_skyframe_target_pattern_evaluator,--experimental_skymeld_analysis_overlap_percentage,--experimental_stats_summary,--experimental_stream_log_file_uploads,--experimental_use_validation_aspect,--explain,--fetch,--flaky_test_attempts,--genrule_strategy,--hide_aspect_results,--incompatible_config_setting_private_default_visibility,--incompatible_enforce_config_setting_visibility,--incompatible_skip_genfiles_symlink,--jobs,--keep_going,--legacy_globbing_threads,--legacy_important_outputs,--loading_phase_threads,--local_resources,--local_termination_grace_seconds,--local_test_jobs,--materialize_param_files,--max_config_changes_to_show,--max_test_output_bytes,--noallow_analysis_cache_discard,--noallow_one_action_on_resource_unavailable,--noanalyze,--nobuild,--nobuild_manual_tests,--nobuild_tests_only,--nocheck_tests_up_to_date,--nocheck_up_to_date,--nocompile_one_dependency,--nodiscard_analysis_cache,--noenforce_project_configs,--noexecution_log_sort,--noexpand_test_suites,--noexperimental_analysis_cache_enable_metadata_queries,--noexperimental_async_execution,--noexperimental_bep_target_summary,--noexperimental_build_event_expand_filesets,--noexperimental_check_external_other_files,--noexperimental_check_output_files,--noexperimental_convenience_symlinks_bep_event,--noexperimental_cpu_load_scheduling,--noexperimental_enable_critical_path_profiling,--noexperimental_enable_skyfocus,--noexperimental_extra_action_top_level_only,--noexperimental_frontier_violation_verbose,--noexperimental_local_lockfree_output,--noexperimental_materialize_param_files_directly,--noexperimental_merged_skyframe_analysis_execution,--noexperimental_process_wrapper_graceful_sigterm,--noexperimental_run_bep_event_include_residue,--noexperimental_skyfocus_dump_post_gc_stats,--noexperimental_skyframe_error_handling_refactor,--noexperimental_skyframe_target_pattern_evaluator,--noexperimental_stats_summary,--noexperimental_stream_log_file_uploads,--noexperimental_use_validation_aspect,--nofetch,--noincompatible_config_setting_private_default_visibility,--noincompatible_enforce_config_setting_visibility,--noincompatible_skip_genfiles_symlink,--nokeep_going,--nolegacy_important_outputs,--nomaterialize_param_files,--nooutput_tree_tracking,--noprint_relative_test_log_paths,--norewind_lost_inputs,--norun_validations,--noshow_loading_progress,--noskip_incompatible_explicit_targets,--notest_keep_going,--notest_verbose_timeout_warnings,--nouse_action_cache,--noverbose_failures,--noverbose_test_summary,--output_filter,--output_groups,--output_tree_tracking,--package_path,--print_relative_test_log_paths,--progress_report_interval,--remote_analysis_json_log,--rewind_lost_inputs,--run_validations,--serialized_frontier_profile,--show_loading_progress,--show_result,--skip_incompatible_explicit_targets,--spawn_strategy,--strategy,--strategy_regexp,--subcommands,--symlink_prefix,--target_pattern_file,--test_keep_going,--test_lang_filters,--test_output,--test_size_filters,--test_strategy,--test_summary,--test_tag_filters,--test_timeout_filters,--test_tmpdir,--test_verbose_timeout_warnings,--use_action_cache,--verbose_failures,--verbose_test_summary,--version_window_for_dirty_node_gc,-j,-k,-s	-
bazel cquery	-	--allow_analysis_cache_discard,--allow_one_action_on_resource_unavailable,--allowed_local_actions_regex,--allowed_strategies_by_exec_platform,--analyze,--aspects,--aspects_parameters,--build,--build_event_upload_max_retries,--build_manual_tests,--build_tag_filters,--build_tests_only,--cache_computed_file_digests,--check_tests_up_to_date,--check_up_to_date,--compile_one_dependency,--default_visibility,--deleted_packages,--directory_creation_cache,--discard_analysis_cache,--enforce_project_configs,--execution_log_binary_file,--execution_log_compact_file,--execution_log_json_file,--execution_log_sort,--expand_test_suites,--experimental_active_directories,--experimental_analysis_cache_enable_metadata_queries,--experimental_analysis_cache_key_distinguisher_for_testing,--experimental_analysis_cache_server_checksum_override,--experimental_analysis_cache_service,--experimental_aquery_dump_after_build_format,--experimental_aquery_dump_after_build_output_file,--experimental_async_execution,--experimental_async_execution_max_concurrent_actions,--experimental_bep_target_summary,--experimental_build_event_expand_filesets,--experimental_build_event_output_group_mode,--experimental_build_event_upload_retry_minimum_delay,--experimental_build_event_upload_strategy,--experimental_check_external_other_files,--experimental_check_output_files,--experimental_convenience_symlinks,--experimental_convenience_symlinks_bep_event,--experimental_cpu_load_scheduling,--experimental_cpu_load_scheduling_window_size,--experimental_enable_critical_path_profiling,--experimental_enable_skyfocus,--experimental_extra_action_filter,--experimental_extra_action_top_level_only,--experimental_frontier_violation_check,--experimental_frontier_violation_verbose,--experimental_fsvc_threads,--experimental_lazy_macro_expansion_packages,--experimental_local_lockfree_output,--experimental_local_retries_on_crash,--experimental_materialize_param_files_directly,--experimental_max_directories_to_eagerly_visit_in_globbing,--experimental_merged_skyframe_analysis_execution,--experimental_oom_sensitive_skyfunctions_semaphore_size,--experimental_process_wrapper_graceful_sigterm,--experimental_remote_analysis_cache,--experimental_remote_analysis_cache_concurrency,--experimental_remote_analysis_cache_deadline,--experimental_remote_analysis_cache_max_batch_size,--experimental_remote_analysis_cache_mode,--experimental_remote_analysis_unreachable_cache_retry_interval,--experimental_remote_analysis_write_proxy,--experimental_remote_cache_eviction_retries,--experimental_run_bep_event_include_residue,--experimental_skyfocus_dump_keys,--experimental_skyfocus_dump_post_gc_stats,--experimental_skyframe_cpu_heavy_skykeys_thread_pool_size,--experimental_skyframe_error_handling_refactor,--experimental_skyframe_memory_dump,--experimental_skyframe_target_pattern_evaluator,--experimental_skymeld_analysis_overlap_percentage,--experimental_stats_summary,--experimental_stream_log_file_uploads,--experimental_use_validation_aspect,--explain,--fetch,--flaky_test_attempts,--genrule_strategy,--hide_aspect_results,--incompatible_config_setting_private_default_visibility,--incompatible_enforce_config_setting_visibility,--incompatible_skip_genfiles_symlink,--jobs,--keep_going,--legacy_globbing_threads,--legacy_important_outputs,--loading_phase_threads,--local_resources,--local_termination_grace_seconds,--local_test_jobs,--materialize_param_files,--max_config_changes_to_show,--max_test_output_bytes,--noallow_analysis_cache_discard,--noallow_one_action_on_resource_unavailable,--noanalyze,--nobuild,--nobuild_manual_tests,--nobuild_tests_only,--nocheck_tests_up_to_date,--nocheck_up_to_date,--nocompile_one_dependency,--nodiscard_analysis_cache,--noenforce_project_configs,--noexecution_log_sort,--noexpand_test_suites,--noexperimental_analysis_cache_enable_metadata_queries,--noexperimental_async_execution,--noexperimental_bep_target_summary,--noexperimental_build_event_expand_filesets,--noexperimental_check_external_other_files,--noexperimental_check_output_files,--noexperimental_convenience_symlinks_bep_event,--noexperimental_cpu_load_scheduling,--noexperimental_enable_critical_path_profiling,--noexperimental_enable_skyfocus,--noexperimental_extra_action_top_level_only,--noexperimental_frontier_violation_verbose,--noexperimental_local_lockfree_output,--noexperimental_materialize_param_files_directly,--noexperimental_merged_skyframe_analysis_execution,--noexperimental_process_wrapper_graceful_sigterm,--noexperimental_run_bep_event_include_residue,--noexperimental_skyfocus_dump_post_gc_stats,--noexperimental_skyframe_error_handling_refactor,--noexperimental_skyframe_target_pattern_evaluator,--noexperimental_stats_summary,--noexperimental_stream_log_file_uploads,--noexperimental_use_validation_aspect,--nofetch,--noincompatible_config_setting_private_default_visibility,--noincompatible_enforce_config_setting_visibility,--noincompatible_skip_genfiles_symlink,--nokeep_going,--nolegacy_important_outputs,--nomaterialize_param_files,--nooutput_tree_tracking,--noprint_relative_test_log_paths,--norewind_lost_inputs,--norun_validations,--noshow_loading_progress,--noskip_incompatible_explicit_targets,--notest_keep_going,--notest_verbose_timeout_warnings,--nouse_action_cache,--noverbose_failures,--noverbose_test_summary,--output,--output_filter,--output_groups,--output_tree_tracking,--package_path,--print_relative_test_log_paths,--progress_report_interval,--remote_analysis_json_log,--rewind_lost_inputs,--run_validations,--serialized_frontier_profile,--show_config_fragments,--show_loading_progress,--show_result,--skip_incompatible_explicit_targets,--spawn_strategy,--strategy,--strategy_regexp,--subcommands,--symlink_prefix,--target_pattern_file,--test_keep_going,--test_lang_filters,--test_output,--test_size_filters,--test_strategy,--test_summary,--test_tag_filters,--test_timeout_filters,--test_tmpdir,--test_verbose_timeout_warnings,--transitions,--use_action_cache,--verbose_failures,--verbose_test_summary,--version_window_for_dirty_node_gc,-j,-k,-s	-
bazel dump	-	--action_cache,--memory,--noaction_cache,--nopackages,--norule_classes,--norules,--packages,--rule_classes,--rules,--skyframe,--skykey_filter,--skylark_memory	-
bazel fetch	-	--all,--allow_analysis_cache_discard,--allow_one_action_on_resource_unavailable,--allowed_local_actions_regex,--allowed_strategies_by_exec_platform,--analyze,--aspects,--aspects_parameters,--build,--build_event_upload_max_retries,--build_manual_tests,--build_tag_filters,--build_tests_only,--cache_computed_file_digests,--check_tests_up_to_date,--check_up_to_date,--compile_one_dependency,--configure,--default_visibility,--deleted_packages,--directory_creation_cache,--discard_analysis_cache,--enforce_project_configs,--execution_log_binary_file,--execution_log_compact_file,--execution_log_json_file,--execution_log_sort,--expand_test_suites,--experimental_active_directories,--experimental_analysis_cache_enable_metadata_queries,--experimental_analysis_cache_key_distinguisher_for_testing,--experimental_analysis_cache_server_checksum_override,--experimental_analysis_cache_service,--experimental_aquery_dump_after_build_format,--experimental_aquery_dump_after_build_output_file,--experimental_async_execution,--experimental_async_execution_max_concurrent_actions,--experimental_bep_target_summary,--experimental_build_event_expand_filesets,--experimental_build_event_output_group_mode,--experimental_build_event_upload_retry_minimum_delay,--experimental_build_event_upload_strategy,--experimental_check_external_other_files,--experimental_check_output_files,--experimental_convenience_symlinks,--experimental_convenience_symlinks_bep_event,--experimental_cpu_load_scheduling,--experimental_cpu_load_scheduling_window_size,--experimental_enable_critical_path_profiling,--experimental_enable_skyfocus,--experimental_extra_action_filter,--experimental_extra_action_top_level_only,--experimental_frontier_violation_check,--experimental_frontier_violation_verbose,--experimental_fsvc_threads,--experimental_lazy_macro_expansion_packages,--experimental_local_lockfree_output,--experimental_local_retries_on_crash,--experimental_materialize_param_files_directly,--experimental_max_directories_to_eagerly_visit_in_globbing,--experimental_merged_skyframe_analysis_execution,--experimental_oom_sensitive_skyfunctions_semaphore_size,--experimental_process_wrapper_graceful_sigterm,--experimental_remote_analysis_cache,--experimental_remote_analysis_cache_concurrency,--experimental_remote_analysis_cache_deadline,--experimental_remote_analysis_cache_max_batch_size,--experimental_remote_analysis_cache_mode,--experimental_remote_analysis_unreachable_cache_retry_interval,--experimental_remote_analysis_write_proxy,--experimental_remote_cache_eviction_retries,--experimental_run_bep_event_include_residue,--experimental_skyfocus_dump_keys,--experimental_skyfocus_dump_post_gc_stats,--experimental_skyframe_cpu_heavy_skykeys_thread_pool_size,--experimental_skyframe_error_handling_refactor,--experimental_skyframe_memory_dump,--experimental_skyframe_target_pattern_evaluator,--experimental_skymeld_analysis_overlap_percentage,--experimental_stats_summary,--experimental_stream_log_file_uploads,--experimental_use_validation_aspect,--explain,--fetch,--flaky_test_attempts,--force,--genrule_strategy,--hide_aspect_results,--incompatible_config_setting_private_default_visibility,--incompatible_enforce_config_setting_visibility,--incompatible_skip_genfiles_symlink,--jobs,--keep_going,--legacy_globbing_threads,--legacy_important_outputs,--loading_phase_threads,--local_resources,--local_termination_grace_seconds,--local_test_jobs,--materialize_param_files,--max_config_changes_to_show,--max_test_output_bytes,--noall,--noallow_analysis_cache_discard,--noallow_one_action_on_resource_unavailable,--noanalyze,--nobuild,--nobuild_manual_tests,--nobuild_tests_only,--nocheck_tests_up_to_date,--nocheck_up_to_date,--nocompile_one_dependency,--noconfigure,--nodiscard_analysis_cache,--noenforce_project_configs,--noexecution_log_sort,--noexpand_test_suites,--noexperimental_analysis_cache_enable_metadata_queries,--noexperimental_async_execution,--noexperimental_bep_target_summary,--noexperimental_build_event_expand_filesets,--noexperimental_check_external_other_files,--noexperimental_check_output_files,--noexperimental_convenience_symlinks_bep_event,--noexperimental_cpu_load_scheduling,--noexperimental_enable_critical_path_profiling,--noexperimental_enable_skyfocus,--noexperimental_extra_action_top_level_only,--noexperimental_frontier_violation_verbose,--noexperimental_local_lockfree_output,--noexperimental_materialize_param_files_directly,--noexperimental_merged_skyframe_analysis_execution,--noexperimental_process_wrapper_graceful_sigterm,--noexperimental_run_bep_event_include_residue,--noexperimental_skyfocus_dump_post_gc_stats,--noexperimental_skyframe_error_handling_refactor,--noexperimental_skyframe_target_pattern_evaluator,--noexperimental_stats_summary,--noexperimental_stream_log_file_uploads,--noexperimental_use_validation_aspect,--nofetch,--noforce,--noincompatible_config_setting_private_default_visibility,--noincompatible_enforce_config_setting_visibility,--noincompatible_skip_genfiles_symlink,--nokeep_going,--nolegacy_important_outputs,--nomaterialize_param_files,--nooutput_tree_tracking,--noprint_relative_test_log_paths,--norewind_lost_inputs,--norun_validations,--noshow_loading_progress,--noskip_incompatible_explicit_targets,--notest_keep_going,--notest_verbose_timeout_warnings,--nouse_action_cache,--noverbose_failures,--noverbose_test_summary,--output_filter,--output_groups,--output_tree_tracking,--package_path,--print_relative_test_log_paths,--progress_report_interval,--remote_analysis_json_log,--repo,--rewind_lost_inputs,--run_validations,--serialized_frontier_profile,--show_loading_progress,--show_result,--skip_incompatible_explicit_targets,--spawn_strategy,--strategy,--strategy_regexp,--subcommands,--symlink_prefix,--target_pattern_file,--test_keep_going,--test_lang_filters,--test_output,--test_size_filters,--test_strategy,--test_summary,--test_tag_filters,--test_timeout_filters,--test_tmpdir,--test_verbose_timeout_warnings,--use_action_cache,--verbose_failures,--verbose_test_summary,--version_window_for_dirty_node_gc,-j,-k,-s	-
bazel help	aquery,build,canonicalize-flags,clean,config,coverage,cquery,dump,fetch,help,info,license,mobile-install,mod,print_action,query,run,shutdown,test,vendor,version	--help_verbosity,--long,--short,-l	-
bazel help aquery	-	-	-
bazel help build	-	-	-
bazel help canonicalize-flags	-	-	-
bazel help clean	-	-	-
bazel help config	-	-	-
bazel help coverage	-	-	-
bazel help cquery	-	-	-
bazel help dump	-	-	-
bazel help fetch	-	-	-
bazel help help	-	-	-
bazel help info	-	-	-
bazel help license	-	-	-
bazel help mobile-install	-	-	-
bazel help mod	-	-	-
bazel help print_action	-	-	-
bazel help query	-	-	-
bazel help run	-	-	-
bazel help shutdown	-	-	-
bazel help test	-	-	-
bazel help vendor	-	-	-
bazel help version	-	-	-
